step,days_passed,susceptible,infected,recovered,partially_vaccinated,fully_vaccinated_without_booster,fully_vaccinated_with_booster,dead,mean_R₀,median_R₀,infection_probability,vaccination_probability
874,2022-09-13,118778,8886,20257,41526,814,3381,1789,5.651006711409396,5.0,0.164,0.09788
875,2022-09-14,118733,8852,20331,41604,830,3384,1794,5.611594202898551,5.0,0.208,0.09788
876,2022-09-15,118676,8810,20423,41659,834,3387,1801,5.2168021680216805,4.0,0.146,0.09788
877,2022-09-16,118642,8809,20454,41679,838,3389,1805,5.484848484848484,5.0,0.188,0.09788
878,2022-09-17,118587,8798,20516,41760,834,3403,1809,6.1299093655589125,5.0,0.206,0.09788
879,2022-09-18,118547,8805,20545,41813,837,3409,1813,5.7407407407407405,5.0,0.158,0.09788
880,2022-09-19,118503,8783,20606,41891,832,3420,1818,5.8427672955974845,5.0,0.142,0.09788
881,2022-09-20,118479,8780,20626,42000,825,3439,1825,5.251612903225807,5.0,0.144,0.09788
882,2022-09-21,118432,8844,20604,42044,825,3444,1830,5.152482269503546,5.0,0.216,0.09788
883,2022-09-22,118360,8880,20636,42102,825,3449,1834,5.394321766561514,5.0,0.166,0.09788
884,2022-09-23,118307,8904,20662,42211,828,3466,1837,6.081504702194358,5.0,0.168,0.09788
885,2022-09-24,118262,8897,20710,42273,826,3471,1841,5.883870967741935,5.0,0.184,0.09788
886,2022-09-25,118211,8979,20672,42362,825,3480,1848,5.992307692307692,5.0,0.09,0.09788
887,2022-09-26,118189,8977,20694,42444,826,3486,1850,4.9825174825174825,4.0,0.102,0.09788
888,2022-09-27,118161,9012,20686,42497,826,3489,1851,5.544169611307421,5.0,0.112,0.09788
889,2022-09-28,118127,9038,20690,42577,827,3494,1855,5.897260273972603,5.0,0.238,0.09788
890,2022-09-29,118057,9088,20706,42613,826,3498,1859,5.207236842105263,4.0,0.122,0.09788
891,2022-09-30,118027,9100,20721,42718,833,3500,1862,5.98576512455516,5.0,0.194,0.09788
892,2022-10-01,117964,9126,20751,42784,829,3509,1869,5.518987341772152,5.0,0.164,0.09788
893,2022-10-02,117915,9167,20752,42901,836,3512,1876,6.465034965034965,5.0,0.136,0.09788
894,2022-10-03,117876,9194,20759,42948,836,3517,1881,5.95729537366548,5.0,0.134,0.09788
895,2022-10-04,117847,9180,20795,43020,841,3521,1888,5.325581395348837,5.0,0.082,0.09788
896,2022-10-05,117825,9161,20832,43090,842,3526,1892,5.521172638436482,5.0,0.096,0.09788
897,2022-10-06,117800,9130,20878,43132,842,3528,1902,5.919463087248322,5.0,0.118,0.09788
898,2022-10-07,117765,9169,20865,43179,846,3529,1911,6.078498293515358,5.0,0.156,0.09788
899,2022-10-08,117731,9129,20934,43229,844,3533,1916,5.578274760383387,5.0,0.122,0.09788
900,2022-10-09,117701,9099,20990,43306,841,3542,1920,6.149068322981367,5.0,0.2,0.09788
901,2022-10-10,117656,9113,21016,43386,843,3548,1925,5.5646258503401365,5.0,0.098,0.09788
902,2022-10-11,117637,9060,21084,43465,847,3551,1929,6.247023809523809,6.0,0.238,0.09788
903,2022-10-12,117582,9076,21115,43493,846,3553,1937,6.032154340836013,5.0,0.214,0.09788
904,2022-10-13,117515,9095,21154,43535,846,3556,1946,5.411575562700965,4.0,0.162,0.09788
905,2022-10-14,117469,9105,21184,43583,848,3556,1952,5.602446483180428,5.0,0.232,0.09788
906,2022-10-15,117408,9154,21196,43604,847,3560,1952,6.222972972972973,5.0,0.124,0.09788
907,2022-10-16,117381,9089,21284,43623,848,3561,1956,5.328125,4.0,0.232,0.09788
908,2022-10-17,117320,9089,21339,43697,846,3568,1962,5.512121212121212,5.0,0.162,0.09788
909,2022-10-18,117272,9134,21340,43716,845,3571,1964,5.942760942760943,5.0,0.17,0.09788
910,2022-10-19,117231,9149,21360,43774,848,3575,1970,6.237785016286645,6.0,0.21,0.09788
911,2022-10-20,117181,9146,21407,43854,845,3582,1976,5.569364161849711,4.0,0.156,0.09788
912,2022-10-21,117143,9114,21469,43904,849,3586,1984,5.409090909090909,4.0,0.138,0.09788
913,2022-10-22,117105,9070,21543,43997,845,3595,1992,5.593023255813954,5.0,0.198,0.09788
914,2022-10-23,117049,9078,21588,44052,845,3601,1995,5.514851485148514,5.0,0.202,0.09788
915,2022-10-24,117001,9071,21636,44075,845,3605,2002,5.845029239766082,5.0,0.11,0.09788
916,2022-10-25,116968,9083,21654,44121,845,3607,2005,6.306338028169014,5.0,0.154,0.09788
917,2022-10-26,116934,9073,21693,44295,839,3621,2010,5.9748427672955975,5.0,0.212,0.09788
918,2022-10-27,116857,9098,21741,44359,841,3625,2014,6.2924528301886795,6.0,0.16,0.09788
919,2022-10-28,116808,9049,21833,44448,851,3629,2020,5.688385269121813,5.0,0.232,0.09788
920,2022-10-29,116746,9061,21877,44521,848,3638,2026,6.261904761904762,6.0,0.092,0.09788
921,2022-10-30,116729,8986,21969,44538,843,3644,2026,5.973529411764706,5.0,0.132,0.09788
922,2022-10-31,116685,8962,22031,44616,841,3653,2032,5.875379939209727,5.0,0.08,0.09788
923,2022-11-01,116672,8915,22086,44770,851,3659,2037,5.964285714285714,5.0,0.154,0.09788
924,2022-11-02,116635,8913,22123,44905,848,3671,2039,6.139372822299651,5.0,0.196,0.09788
925,2022-11-03,116589,8916,22161,44946,849,3678,2044,6.416666666666667,6.0,0.17,0.09788
926,2022-11-04,116558,8973,22130,45083,846,3691,2049,6.367041198501872,6.0,0.214,0.09788
927,2022-11-05,116511,8972,22169,45221,841,3702,2058,6.228915662650603,5.0,0.232,0.09788
928,2022-11-06,116458,9033,22156,45259,837,3709,2063,6.208791208791209,6.0,0.152,0.09788
929,2022-11-07,116425,9066,22151,45373,827,3730,2068,6.486301369863014,5.0,0.196,0.09788
930,2022-11-08,116382,9088,22166,45477,831,3736,2074,5.873376623376624,5.0,0.194,0.09788
931,2022-11-09,116353,9124,22152,45589,825,3750,2081,6.628975265017668,6.0,0.124,0.09788
932,2022-11-10,116325,9073,22228,45635,823,3755,2084,6.104294478527607,6.0,0.15,0.09788
933,2022-11-11,116299,9025,22299,45780,828,3771,2087,5.609090909090909,5.0,0.162,0.09788
934,2022-11-12,116257,9023,22337,45840,830,3779,2093,5.8076923076923075,5.0,0.168,0.09788
935,2022-11-13,116227,8987,22398,45884,829,3785,2098,5.801749271137027,5.0,0.124,0.09788
936,2022-11-14,116208,9023,22380,45908,830,3788,2099,5.972762645914397,5.0,0.172,0.09788
937,2022-11-15,116166,9024,22414,46019,824,3803,2106,5.4787878787878785,5.0,0.22,0.09788
938,2022-11-16,116129,8978,22492,46084,828,3810,2111,6.5321637426900585,6.0,0.136,0.09788
939,2022-11-17,116090,8953,22551,46186,823,3823,2116,6.046583850931677,6.0,0.188,0.09788
940,2022-11-18,116058,8885,22645,46255,820,3833,2122,6.125730994152047,5.0,0.196,0.09788
941,2022-11-19,116030,8882,22672,46315,810,3846,2126,6.342679127725857,5.0,0.164,0.09788
942,2022-11-20,116001,8913,22666,46401,815,3852,2130,6.213333333333333,5.0,0.12,0.09788
943,2022-11-21,115986,8928,22661,46457,815,3859,2135,5.332258064516129,4.0,0.184,0.09788
944,2022-11-22,115949,8935,22685,46495,814,3865,2141,6.223214285714286,5.0,0.104,0.09788
945,2022-11-23,115926,8940,22696,46519,813,3867,2148,6.418918918918919,6.0,0.184,0.09788
946,2022-11-24,115888,8953,22713,46537,812,3872,2156,6.3896103896103895,6.0,0.126,0.09788
947,2022-11-25,115866,8935,22747,46616,811,3888,2162,5.3654970760233915,4.0,0.238,0.09788
948,2022-11-26,115815,8916,22815,46678,807,3895,2164,6.1245901639344265,5.0,0.142,0.09788
949,2022-11-27,115786,8918,22840,46762,799,3914,2166,5.378289473684211,4.0,0.158,0.09788
950,2022-11-28,115761,8963,22814,46799,794,3921,2172,6.599250936329588,6.0,0.15,0.09788
951,2022-11-29,115730,9021,22779,46815,792,3924,2180,6.00655737704918,5.0,0.232,0.09788
952,2022-11-30,115679,9113,22734,46857,784,3936,2184,6.3869731800766285,6.0,0.236,0.09788
953,2022-12-01,115632,9167,22722,46885,779,3951,2189,6.017543859649122,5.0,0.198,0.09788
954,2022-12-02,115600,9194,22725,46995,766,3972,2191,6.144329896907217,5.0,0.152,0.09788
955,2022-12-03,115571,9159,22789,47069,763,3984,2191,6.614197530864198,6.0,0.212,0.09788
956,2022-12-04,115512,9172,22830,47103,769,3988,2196,5.942249240121581,5.0,0.136,0.09788
957,2022-12-05,115494,9133,22883,47127,771,3993,2200,6.104477611940299,6.0,0.168,0.09788
958,2022-12-06,115466,9109,22931,47224,765,4016,2204,6.662576687116564,6.0,0.218,0.09788
959,2022-12-07,115407,9113,22977,47315,764,4029,2213,6.127659574468085,5.0,0.184,0.09788
960,2022-12-08,115359,9135,22999,47378,774,4039,2217,6.3,6.0,0.088,0.09788
961,2022-12-09,115345,9160,22983,47478,781,4053,2222,6.545454545454546,6.0,0.112,0.09788
962,2022-12-10,115319,9186,22980,47498,781,4055,2225,6.439716312056738,6.0,0.09,0.09788
963,2022-12-11,115296,9143,23041,47552,779,4065,2230,6.002976190476191,5.0,0.186,0.09788
964,2022-12-12,115264,9115,23095,47665,779,4083,2236,6.130293159609121,5.0,0.178,0.09788
965,2022-12-13,115228,9170,23070,47731,783,4095,2242,6.84641638225256,6.0,0.178,0.09788
966,2022-12-14,115197,9195,23074,47755,785,4097,2244,6.63030303030303,6.0,0.16,0.09788
967,2022-12-15,115163,9177,23123,47822,784,4109,2247,6.518518518518518,6.0,0.156,0.09788
968,2022-12-16,115140,9189,23126,47869,783,4120,2255,6.760942760942761,6.0,0.176,0.09788
969,2022-12-17,115099,9209,23140,47956,784,4136,2262,6.718978102189781,5.0,0.138,0.09788
970,2022-12-18,115066,9210,23165,48071,781,4155,2269,6.411949685534591,6.0,0.13,0.09788
971,2022-12-19,115045,9218,23174,48120,778,4164,2273,6.595166163141994,6.0,0.08,0.09788
972,2022-12-20,115036,9172,23223,48198,774,4182,2279,6.88,6.0,0.194,0.09788
973,2022-12-21,114986,9171,23272,48249,769,4197,2281,6.259475218658892,5.0,0.09,0.09788
974,2022-12-22,114971,9162,23287,48290,771,4200,2290,6.8903654485049834,6.0,0.2,0.09788
975,2022-12-23,114934,9150,23332,48326,776,4207,2294,6.1806853582554515,5.0,0.23,0.09788
976,2022-12-24,114900,9117,23394,48396,781,4216,2299,6.4907407407407405,6.0,0.206,0.09788
977,2022-12-25,114855,9203,23352,48500,791,4228,2300,6.13986013986014,5.0,0.148,0.09788
978,2022-12-26,114821,9232,23351,48539,794,4231,2306,6.764705882352941,6.0,0.116,0.09788
979,2022-12-27,114795,9268,23337,48581,794,4233,2310,6.951923076923077,7.0,0.162,0.09788
980,2022-12-28,114763,9208,23427,48624,801,4235,2312,6.201101928374656,5.0,0.234,0.09788
981,2022-12-29,114716,9175,23503,48734,803,4251,2316,6.368271954674221,6.0,0.124,0.09788
982,2022-12-30,114688,9166,23533,48768,811,4254,2323,6.294985250737463,6.0,0.138,0.09788
983,2022-12-31,114656,9181,23547,48806,815,4258,2326,6.216981132075472,6.0,0.106,0.09788
984,2023-01-01,114637,9208,23534,48940,809,4271,2331,6.256055363321799,5.0,0.186,0.09788
985,2023-01-02,114590,9228,23553,49017,812,4284,2339,5.7368421052631575,4.0,0.2,0.09788
986,2023-01-03,114546,9236,23586,49146,803,4303,2342,6.337837837837838,5.5,0.084,0.09788
987,2023-01-04,114533,9198,23630,49186,802,4306,2349,6.860927152317881,6.0,0.148,0.09788
988,2023-01-05,114494,9194,23668,49246,800,4316,2354,6.297297297297297,5.0,0.152,0.09788
989,2023-01-06,114468,9178,23702,49299,802,4322,2362,6.271929824561403,5.0,0.17,0.09788
990,2023-01-07,114438,9180,23720,49361,808,4324,2372,7.303333333333334,7.0,0.218,0.09788
991,2023-01-08,114394,9207,23734,49410,809,4327,2375,6.785714285714286,6.0,0.098,0.09788
992,2023-01-09,114378,9217,23734,49459,811,4333,2381,6.771331058020478,6.0,0.164,0.09788
993,2023-01-10,114348,9252,23722,49580,811,4347,2388,6.56989247311828,6.0,0.23,0.09788
994,2023-01-11,114297,9261,23760,49618,810,4349,2392,7.0344827586206895,7.0,0.084,0.09788
995,2023-01-12,114280,9249,23785,49722,810,4358,2396,6.166197183098592,5.0,0.18,0.09788
996,2023-01-13,114254,9294,23761,49803,812,4363,2401,6.516129032258065,5.0,0.234,0.09788
997,2023-01-14,114191,9326,23787,49818,815,4363,2406,7.297734627831715,7.0,0.136,0.09788
998,2023-01-15,114169,9371,23759,49905,818,4367,2411,6.9523809523809526,6.0,0.212,0.09788
999,2023-01-16,114117,9418,23762,49960,826,4372,2413,6.332288401253918,5.0,0.202,0.09788
1000,2023-01-17,114077,9362,23844,49997,832,4375,2427,7.569321533923304,7.0,0.186,0.09788
