step,days_passed,susceptible,infected,recovered,partially_vaccinated,fully_vaccinated_without_booster,fully_vaccinated_with_booster,dead,mean_R₀,median_R₀,infection_probability,vaccination_probability
306,2021-02-22,141378,3308,4849,0,0,0,175,2.169811320754717,2.0,0.108,0.09788
307,2021-02-23,141349,3290,4896,0,0,0,175,2.0854700854700856,1.0,0.09,0.09788
308,2021-02-24,141328,3313,4893,0,0,0,176,2.734042553191489,2.0,0.166,0.09788
309,2021-02-25,141287,3341,4905,0,0,0,177,2.010989010989011,1.0,0.174,0.09788
310,2021-02-26,141253,3373,4906,0,0,0,178,2.223529411764706,1.0,0.238,0.09788
311,2021-02-27,141205,3390,4936,0,0,0,179,2.30188679245283,2.0,0.162,0.09788
312,2021-02-28,141178,3378,4975,0,0,0,179,2.216666666666667,1.5,0.24,0.09788
313,2021-03-01,141125,3391,5013,0,0,0,181,2.1652173913043478,2.0,0.238,0.09788
314,2021-03-02,141083,3376,5070,142,0,0,181,2.2481203007518795,1.0,0.172,0.09788
315,2021-03-03,141047,3368,5112,173,0,0,183,1.7185185185185186,1.0,0.1,0.09788
316,2021-03-04,141019,3384,5123,290,0,0,184,1.8737864077669903,1.0,0.16,0.09788
317,2021-03-05,140978,3386,5160,415,0,0,186,1.7375886524822695,1.0,0.164,0.09788
318,2021-03-06,140939,3359,5225,487,0,0,187,2.1875,1.5,0.134,0.09788
319,2021-03-07,140909,3367,5245,523,0,0,189,2.0816326530612246,2.0,0.088,0.09788
320,2021-03-08,140890,3394,5236,639,0,0,190,2.359550561797753,2.0,0.108,0.09788
321,2021-03-09,140875,3405,5239,699,0,0,191,2.25531914893617,1.0,0.138,0.09788
322,2021-03-10,140844,3405,5267,738,0,0,194,2.111111111111111,1.0,0.196,0.09788
323,2021-03-11,140789,3437,5289,784,0,0,195,2.688679245283019,2.0,0.196,0.09788
324,2021-03-12,140745,3489,5280,851,0,0,196,2.4489795918367347,2.0,0.232,0.09788
325,2021-03-13,140695,3485,5334,985,0,0,196,1.7857142857142858,1.0,0.088,0.09788
326,2021-03-14,140680,3480,5353,1096,0,0,197,2.149532710280374,1.0,0.176,0.09788
327,2021-03-15,140638,3495,5377,1243,0,0,200,2.2283464566929134,1.0,0.14,0.09788
328,2021-03-16,140605,3541,5364,1377,0,0,200,2.6831683168316833,2.0,0.118,0.09788
329,2021-03-17,140581,3516,5410,1394,0,0,203,2.3255813953488373,1.0,0.092,0.09788
330,2021-03-18,140567,3517,5422,1516,0,0,204,2.303921568627451,2.0,0.24,0.09788
331,2021-03-19,140515,3535,5454,1546,0,0,206,2.2063492063492065,1.5,0.186,0.09788
332,2021-03-20,140472,3556,5475,1625,0,0,207,2.2357723577235773,2.0,0.174,0.09788
333,2021-03-21,140438,3573,5492,1654,0,0,207,1.9145299145299146,1.0,0.182,0.09788
334,2021-03-22,140401,3587,5515,1776,0,0,207,1.9487179487179487,1.0,0.132,0.09788
335,2021-03-23,140361,3580,5559,1829,0,0,210,2.1203007518796992,1.0,0.128,0.09788
336,2021-03-24,140326,3612,5559,1938,0,0,213,2.5353535353535355,2.0,0.226,0.09788
337,2021-03-25,140281,3616,5599,1990,0,0,214,2.5384615384615383,2.0,0.1,0.09788
338,2021-03-26,140256,3630,5608,2046,0,0,216,2.2521008403361344,1.0,0.13,0.09788
339,2021-03-27,140228,3622,5641,2081,0,0,219,2.1196581196581197,1.0,0.144,0.09788
340,2021-03-28,140205,3612,5672,2129,0,0,221,2.032520325203252,2.0,0.164,0.09788
341,2021-03-29,140174,3636,5678,2181,0,0,222,2.388888888888889,2.0,0.23,0.09788
342,2021-03-30,140131,3651,5706,2230,0,0,222,2.3125,2.0,0.138,0.09788
343,2021-03-31,140106,3681,5701,2323,0,0,222,2.2542372881355934,2.0,0.138,0.09788
344,2021-04-01,140090,3662,5736,2358,0,0,222,2.3858267716535435,2.0,0.208,0.09788
345,2021-04-02,140034,3685,5768,2447,0,0,223,2.4285714285714284,2.0,0.156,0.09788
346,2021-04-03,140010,3666,5808,2563,0,0,226,2.230769230769231,2.0,0.206,0.09788
347,2021-04-04,139965,3695,5823,2621,0,0,227,2.3504273504273505,1.0,0.216,0.09788
348,2021-04-05,139902,3759,5822,2658,0,0,227,2.4622641509433962,2.0,0.19,0.09788
349,2021-04-06,139855,3782,5845,2774,0,0,228,2.4482758620689653,2.0,0.104,0.09788
350,2021-04-07,139830,3808,5842,2836,0,0,230,2.914285714285714,2.0,0.102,0.09788
351,2021-04-08,139811,3820,5848,2888,0,0,231,2.341880341880342,2.0,0.222,0.09788
352,2021-04-09,139765,3837,5876,3024,0,0,232,1.963768115942029,1.0,0.094,0.09788
353,2021-04-10,139750,3821,5902,3120,0,0,237,2.2466666666666666,1.5,0.146,0.09788
354,2021-04-11,139718,3821,5932,3176,0,0,239,2.2573529411764706,2.0,0.24,0.09788
355,2021-04-12,139651,3885,5935,3285,0,0,239,2.8137254901960786,2.0,0.21,0.09788
356,2021-04-13,139604,3897,5970,3361,0,0,239,2.3028169014084505,2.0,0.114,0.09788
357,2021-04-14,139576,3876,6018,3460,0,0,240,2.8095238095238093,2.0,0.216,0.09788
358,2021-04-15,139539,3911,6017,3512,0,0,243,2.5288461538461537,2.0,0.082,0.09788
359,2021-04-16,139523,3938,6005,3539,0,0,244,3.1262135922330097,3.0,0.202,0.09788
360,2021-04-17,139475,3961,6030,3697,0,0,244,2.013888888888889,1.0,0.102,0.09788
361,2021-04-18,139448,3946,6067,3796,0,0,249,2.4652777777777777,2.0,0.18,0.09788
362,2021-04-19,139393,3962,6105,3831,0,0,250,2.5074626865671643,2.0,0.172,0.09788
363,2021-04-20,139355,3970,6134,3946,0,0,251,2.595419847328244,2.0,0.122,0.09788
364,2021-04-21,139327,3979,6152,3997,0,0,252,2.1984126984126986,1.0,0.124,0.09788
365,2021-04-22,139290,4003,6165,4065,0,0,252,2.7480916030534353,2.0,0.128,0.09788
366,2021-04-23,139264,4006,6186,4093,0,0,254,2.239669421487603,1.0,0.196,0.09788
367,2021-04-24,139222,4020,6213,4138,0,0,255,2.669172932330827,2.0,0.148,0.09788
368,2021-04-25,139198,4033,6223,4258,0,0,256,2.5688073394495414,2.0,0.116,0.09788
369,2021-04-26,139175,4054,6224,4347,0,0,257,2.7787610619469025,2.0,0.12,0.09788
370,2021-04-27,139142,4057,6250,4473,0,0,261,2.4696969696969697,2.0,0.2,0.09788
371,2021-04-28,139089,4086,6272,4574,0,0,263,2.6853146853146854,2.0,0.092,0.09788
372,2021-04-29,139066,4077,6303,4660,0,0,264,2.7837837837837838,2.0,0.096,0.09788
373,2021-04-30,139047,4098,6301,4742,0,0,264,3.3425925925925926,3.0,0.192,0.09788
374,2021-05-01,138996,4139,6310,4853,0,0,265,2.3309859154929575,2.0,0.154,0.09788
375,2021-05-02,138966,4142,6336,4889,0,0,266,2.556451612903226,2.0,0.222,0.09788
376,2021-05-03,138913,4148,6382,4954,0,0,267,2.5753424657534247,2.0,0.176,0.09788
377,2021-05-04,138877,4114,6452,4995,0,0,267,2.2176470588235295,1.0,0.166,0.09788
378,2021-05-05,138836,4118,6488,5070,0,0,268,2.316546762589928,1.0,0.166,0.09788
379,2021-05-06,138788,4140,6511,5202,0,0,271,3.099236641221374,3.0,0.24,0.09788
380,2021-05-07,138738,4180,6519,5258,0,0,273,2.7209302325581395,2.0,0.206,0.09788
381,2021-05-08,138684,4202,6551,5355,0,0,273,2.412903225806452,2.0,0.146,0.09788
382,2021-05-09,138661,4203,6573,5420,0,0,273,2.716417910447761,2.0,0.156,0.09788
383,2021-05-10,138616,4245,6576,5438,0,0,273,2.9705882352941178,2.0,0.154,0.09788
384,2021-05-11,138578,4215,6642,5520,0,0,275,2.0,1.0,0.23,0.09788
385,2021-05-12,138499,4240,6695,5623,0,0,276,2.272727272727273,2.0,0.23,0.09788
386,2021-05-13,138447,4276,6711,5663,0,0,276,2.5952380952380953,2.0,0.12,0.09788
387,2021-05-14,138420,4274,6737,5746,0,0,279,2.3093525179856114,2.0,0.24,0.09788
388,2021-05-15,138340,4351,6738,5806,0,0,281,2.9,2.0,0.21,0.09788
389,2021-05-16,138288,4356,6782,5936,0,0,284,2.784431137724551,2.0,0.228,0.09788
390,2021-05-17,138219,4422,6784,6037,0,0,285,2.8217054263565893,3.0,0.118,0.09788
391,2021-05-18,138185,4433,6805,6054,0,0,287,2.566666666666667,2.0,0.156,0.09788
392,2021-05-19,138140,4451,6831,6163,0,0,288,2.9280575539568345,2.0,0.196,0.09788
393,2021-05-20,138087,4505,6829,6267,0,0,289,3.037037037037037,2.0,0.178,0.09788
394,2021-05-21,138038,4511,6872,6396,0,0,289,2.4193548387096775,2.0,0.134,0.09788
395,2021-05-22,138002,4533,6886,6423,0,0,289,2.7580645161290325,2.0,0.218,0.09788
396,2021-05-23,137953,4546,6921,6480,0,0,290,2.5306122448979593,2.0,0.096,0.09788
397,2021-05-24,137919,4565,6933,6577,0,0,293,3.1557377049180326,3.0,0.114,0.09788
398,2021-05-25,137887,4570,6958,6608,0,0,295,3.1194029850746268,2.0,0.102,0.09788
399,2021-05-26,137857,4574,6983,6651,0,0,296,2.562962962962963,2.0,0.192,0.09788
400,2021-05-27,137810,4550,7047,6680,0,0,303,2.4127906976744184,2.0,0.15,0.09788
401,2021-05-28,137764,4566,7074,6803,0,0,306,3.172661870503597,3.0,0.08,0.09788
402,2021-05-29,137744,4580,7079,6832,0,0,307,3.4651162790697674,3.0,0.234,0.09788
403,2021-05-30,137673,4562,7167,6943,0,0,308,2.8633879781420766,2.0,0.22,0.09788
404,2021-05-31,137616,4605,7179,7026,13,0,310,2.7086614173228347,2.0,0.08,0.09788
405,2021-06-01,137587,4605,7208,7110,24,0,310,2.5,2.0,0.18,0.09788
406,2021-06-02,137554,4627,7219,7129,31,0,310,2.801470588235294,2.0,0.106,0.09788
407,2021-06-03,137533,4625,7240,7205,50,0,312,2.923076923076923,2.0,0.156,0.09788
408,2021-06-04,137485,4642,7268,7242,60,0,315,2.5163398692810457,2.0,0.104,0.09788
409,2021-06-05,137462,4633,7299,7326,79,0,316,2.5384615384615383,2.0,0.116,0.09788
410,2021-06-06,137440,4600,7353,7372,96,0,317,2.7570621468926553,2.0,0.214,0.09788
411,2021-06-07,137398,4612,7381,7472,137,0,319,2.911111111111111,2.0,0.094,0.09788
412,2021-06-08,137382,4598,7410,7576,171,0,320,3.1741573033707864,3.0,0.118,0.09788
413,2021-06-09,137350,4628,7411,7594,178,0,321,2.661764705882353,2.0,0.174,0.09788
414,2021-06-10,137316,4609,7463,7666,219,0,322,2.1564245810055866,1.0,0.194,0.09788
415,2021-06-11,137272,4610,7505,7754,253,0,323,2.2098765432098766,2.0,0.104,0.09788
416,2021-06-12,137237,4622,7527,7780,265,0,324,3.0583941605839415,2.0,0.116,0.09788
417,2021-06-13,137209,4573,7602,7858,296,0,326,2.4057971014492754,2.0,0.234,0.09788
418,2021-06-14,137152,4588,7644,7926,330,0,326,2.395348837209302,2.0,0.126,0.09788
419,2021-06-15,137121,4560,7701,7980,354,0,328,2.6564102564102563,2.0,0.214,0.09788
420,2021-06-16,137069,4611,7699,8094,393,0,331,2.813664596273292,2.0,0.21,0.09788
421,2021-06-17,137018,4637,7724,8130,402,0,331,2.78343949044586,2.0,0.198,0.09788
422,2021-06-18,136963,4641,7773,8176,428,0,333,2.941798941798942,2.0,0.14,0.09788
423,2021-06-19,136936,4651,7790,8244,441,0,333,2.6770186335403725,2.0,0.212,0.09788
424,2021-06-20,136886,4664,7825,8278,444,0,335,2.589041095890411,2.0,0.158,0.09788
425,2021-06-21,136850,4672,7853,8348,461,0,335,2.60625,2.0,0.176,0.09788
426,2021-06-22,136813,4685,7876,8360,471,0,336,2.74468085106383,2.0,0.194,0.09788
427,2021-06-23,136773,4699,7901,8407,483,0,337,3.0,2.0,0.212,0.09788
428,2021-06-24,136721,4744,7907,8499,516,0,338,2.949640287769784,2.0,0.14,0.09788
429,2021-06-25,136686,4764,7920,8565,542,0,340,2.7027027027027026,2.0,0.158,0.09788
430,2021-06-26,136647,4787,7933,8663,571,0,343,2.761290322580645,2.0,0.174,0.09788
431,2021-06-27,136600,4851,7913,8788,593,0,346,3.2867132867132867,2.0,0.132,0.09788
432,2021-06-28,136565,4854,7941,8892,616,0,350,2.478787878787879,2.0,0.206,0.09788
433,2021-06-29,136508,4864,7988,9004,634,0,350,2.5823529411764707,2.0,0.092,0.09788
434,2021-06-30,136490,4868,8001,9086,654,0,351,2.9342105263157894,2.0,0.16,0.09788
435,2021-07-01,136444,4900,8013,9140,669,0,353,3.259493670886076,3.0,0.154,0.09788
436,2021-07-02,136411,4951,7991,9217,681,0,357,3.24822695035461,3.0,0.128,0.09788
437,2021-07-03,136389,4930,8032,9330,693,0,359,2.7294117647058824,2.0,0.162,0.09788
438,2021-07-04,136362,4951,8036,9402,697,0,361,3.525,3.0,0.168,0.09788
439,2021-07-05,136316,4993,8038,9529,714,0,363,2.9791666666666665,2.0,0.134,0.09788
440,2021-07-06,136295,5009,8043,9626,719,0,363,2.9591836734693877,3.0,0.224,0.09788
441,2021-07-07,136241,5040,8065,9712,729,0,364,3.591463414634146,3.0,0.106,0.09788
442,2021-07-08,136226,5038,8082,9802,733,0,364,3.0542168674698793,2.0,0.102,0.09788
443,2021-07-09,136202,5030,8114,9864,742,0,364,3.05625,2.0,0.216,0.09788
444,2021-07-10,136154,5042,8145,9939,753,0,369,2.852760736196319,2.0,0.092,0.09788
445,2021-07-11,136131,5056,8154,9972,758,0,369,2.7114093959731544,2.0,0.158,0.09788
446,2021-07-12,136105,5067,8167,10062,764,0,371,3.170886075949367,3.0,0.18,0.09788
447,2021-07-13,136069,5059,8209,10110,775,0,373,3.1818181818181817,2.0,0.194,0.09788
448,2021-07-14,136029,5099,8209,10250,786,0,373,3.143712574850299,2.0,0.134,0.09788
449,2021-07-15,136000,5059,8278,10315,792,0,373,2.9292452830188678,2.0,0.114,0.09788
450,2021-07-16,135980,5048,8307,10379,800,0,375,3.0382513661202184,2.0,0.156,0.09788
451,2021-07-17,135949,5037,8348,10487,807,0,376,2.704663212435233,2.0,0.212,0.09788
452,2021-07-18,135890,5083,8361,10521,808,0,376,3.391812865497076,3.0,0.192,0.09788
453,2021-07-19,135855,5103,8375,10554,810,0,377,3.0628930817610063,2.0,0.234,0.09788
454,2021-07-20,135811,5126,8392,10658,817,0,381,2.732142857142857,2.0,0.084,0.09788
455,2021-07-21,135791,5131,8405,10700,818,0,383,2.883116883116883,2.0,0.132,0.09788
456,2021-07-22,135759,5140,8423,10774,823,0,388,3.0588235294117645,2.0,0.198,0.09788
457,2021-07-23,135712,5138,8470,10799,825,0,390,2.5543478260869565,2.0,0.218,0.09788
458,2021-07-24,135658,5172,8489,10839,826,0,391,2.988095238095238,2.0,0.228,0.09788
459,2021-07-25,135603,5195,8520,10909,829,0,392,2.949438202247191,2.5,0.21,0.09788
460,2021-07-26,135557,5162,8598,11021,835,0,393,3.1497584541062804,2.0,0.13,0.09788
461,2021-07-27,135520,5197,8598,11080,836,0,395,2.7797619047619047,2.0,0.174,0.09788
462,2021-07-28,135483,5204,8627,11168,841,0,396,2.95,2.0,0.196,0.09788
463,2021-07-29,135440,5265,8606,11232,842,0,399,3.7884615384615383,3.0,0.144,0.09788
464,2021-07-30,135414,5260,8635,11341,844,0,401,3.5157894736842104,3.0,0.136,0.09788
465,2021-07-31,135387,5245,8675,11399,845,0,403,3.1927083333333335,2.0,0.144,0.09788
466,2021-08-01,135351,5298,8656,11449,846,0,405,3.214765100671141,3.0,0.118,0.09788
467,2021-08-02,135329,5284,8689,11553,849,0,408,3.132596685082873,3.0,0.082,0.09788
468,2021-08-03,135319,5240,8741,11614,852,0,410,2.8118279569892475,2.0,0.122,0.09788
469,2021-08-04,135289,5273,8738,11671,852,0,410,3.668711656441718,3.0,0.164,0.09788
470,2021-08-05,135260,5279,8761,11702,853,0,410,3.051282051282051,3.0,0.108,0.09788
471,2021-08-06,135232,5316,8749,11792,859,0,413,3.7865853658536586,3.0,0.1,0.09788
472,2021-08-07,135213,5339,8744,11904,861,0,414,3.5460526315789473,3.0,0.134,0.09788
473,2021-08-08,135190,5339,8766,12015,864,0,415,2.994285714285714,2.0,0.226,0.09788
474,2021-08-09,135144,5388,8758,12130,868,0,420,3.7791411042944785,3.0,0.182,0.09788
475,2021-08-10,135110,5406,8774,12215,869,0,420,3.3431952662721893,3.0,0.18,0.09788
476,2021-08-11,135077,5415,8797,12268,869,0,421,3.184357541899441,2.0,0.224,0.09788
477,2021-08-12,135015,5435,8835,12377,870,0,425,3.4589371980676327,2.0,0.142,0.09788
478,2021-08-13,134986,5457,8837,12506,870,0,430,3.2267441860465116,3.0,0.09,0.09788
479,2021-08-14,134966,5454,8858,12570,872,0,432,3.616279069767442,3.0,0.154,0.09788
480,2021-08-15,134928,5468,8879,12706,874,0,435,3.818681318681319,3.0,0.142,0.09788
481,2021-08-16,134891,5456,8926,12820,877,0,437,3.1797235023041477,2.0,0.122,0.09788
482,2021-08-17,134852,5481,8939,12918,878,0,438,3.3240223463687153,3.0,0.104,0.09788
483,2021-08-18,134828,5474,8970,13049,880,0,438,3.099476439790576,2.0,0.228,0.09788
484,2021-08-19,134774,5521,8977,13142,880,0,438,3.3773584905660377,3.0,0.136,0.09788
485,2021-08-20,134751,5524,8995,13234,881,0,440,3.432098765432099,3.0,0.1,0.09788
486,2021-08-21,134725,5510,9033,13293,882,0,442,3.5,3.0,0.138,0.09788
487,2021-08-22,134696,5479,9088,13417,886,0,447,3.3366336633663365,3.0,0.094,0.09788
488,2021-08-23,134678,5444,9135,13535,887,0,453,3.288557213930348,3.0,0.17,0.09788
489,2021-08-24,134628,5489,9133,13581,888,0,460,3.32183908045977,2.0,0.216,0.09788
490,2021-08-25,134584,5489,9176,13712,890,0,461,3.1182266009852215,3.0,0.136,0.09788
491,2021-08-26,134555,5487,9205,13813,891,0,463,3.5026737967914436,3.0,0.19,0.09788
492,2021-08-27,134507,5478,9256,13831,891,0,469,3.3364055299539173,3.0,0.142,0.09788
493,2021-08-28,134476,5504,9261,13900,891,0,469,3.3567567567567567,2.0,0.102,0.09788
494,2021-08-29,134451,5496,9293,14019,890,1,470,3.4293785310734464,3.0,0.156,0.09788
495,2021-08-30,134405,5520,9314,14094,889,3,471,3.0742574257425743,2.0,0.162,0.09788
496,2021-08-31,134372,5545,9321,14184,887,7,472,3.688622754491018,3.0,0.224,0.09788
497,2021-09-01,134322,5613,9302,14233,882,14,473,3.6971830985915495,3.5,0.154,0.09788
498,2021-09-02,134288,5608,9337,14281,880,16,477,3.63265306122449,3.0,0.206,0.09788
499,2021-09-03,134230,5621,9380,14349,874,22,479,3.2388059701492535,3.0,0.102,0.09788
500,2021-09-04,134210,5596,9422,14479,870,29,482,3.54228855721393,3.0,0.2,0.09788
501,2021-09-05,134156,5664,9406,14606,857,46,484,3.68,3.0,0.114,0.09788
502,2021-09-06,134127,5687,9410,14640,857,51,486,3.617142857142857,3.0,0.17,0.09788
503,2021-09-07,134083,5704,9436,14741,851,63,487,3.3962264150943398,3.0,0.234,0.09788
504,2021-09-08,134036,5751,9434,14786,844,71,489,3.2620320855614975,3.0,0.176,0.09788
505,2021-09-09,133993,5775,9448,14836,832,83,494,3.74468085106383,3.0,0.122,0.09788
506,2021-09-10,133968,5763,9483,14909,820,101,496,3.2246696035242293,2.0,0.088,0.09788
507,2021-09-11,133948,5744,9518,14996,803,125,500,3.6597938144329896,3.0,0.228,0.09788
508,2021-09-12,133901,5785,9522,15082,789,147,502,3.7514792899408285,3.0,0.212,0.09788
509,2021-09-13,133857,5808,9542,15180,779,171,503,3.933673469387755,3.0,0.164,0.09788
510,2021-09-14,133816,5826,9562,15205,778,175,506,3.3317073170731706,3.0,0.156,0.09788
511,2021-09-15,133771,5824,9608,15301,765,209,507,3.4558823529411766,2.0,0.198,0.09788
512,2021-09-16,133727,5833,9641,15359,754,226,509,3.505434782608696,3.0,0.12,0.09788
513,2021-09-17,133701,5840,9658,15420,747,246,511,3.320388349514563,3.0,0.144,0.09788
514,2021-09-18,133668,5867,9663,15440,750,254,512,3.5454545454545454,3.0,0.158,0.09788
515,2021-09-19,133626,5895,9674,15490,747,262,515,3.3511904761904763,2.5,0.176,0.09788
516,2021-09-20,133580,5940,9671,15523,738,279,519,3.9005847953216373,3.0,0.222,0.09788
517,2021-09-21,133525,6026,9639,15570,735,292,520,3.5180722891566263,3.0,0.118,0.09788
518,2021-09-22,133497,5987,9705,15620,734,310,521,3.4200913242009134,3.0,0.182,0.09788
519,2021-09-23,133449,6019,9719,15687,721,341,523,3.4876847290640396,3.0,0.126,0.09788
520,2021-09-24,133415,6020,9749,15772,706,386,526,3.6810810810810812,3.0,0.184,0.09788
521,2021-09-25,133371,6037,9773,15792,706,391,529,3.264423076923077,2.0,0.236,0.09788
522,2021-09-26,133310,6073,9794,15824,705,405,533,3.824644549763033,3.0,0.164,0.09788
523,2021-09-27,133274,6116,9784,15901,692,443,536,3.4615384615384617,3.0,0.222,0.09788
524,2021-09-28,133205,6147,9821,15982,681,484,537,4.20353982300885,3.0,0.1,0.09788
525,2021-09-29,133181,6151,9838,16064,691,507,540,3.671875,3.0,0.088,0.09788
526,2021-09-30,133160,6121,9883,16112,689,525,546,3.8142857142857145,3.0,0.198,0.09788
527,2021-10-01,133110,6167,9886,16178,693,545,547,3.900523560209424,3.0,0.218,0.09788
528,2021-10-02,133058,6165,9938,16269,704,560,549,3.2570093457943927,3.0,0.19,0.09788
529,2021-10-03,133000,6238,9922,16352,701,581,550,3.778409090909091,3.0,0.104,0.09788
530,2021-10-04,132968,6213,9974,16420,701,591,555,3.4691358024691357,3.0,0.198,0.09788
531,2021-10-05,132918,6234,10002,16453,700,597,556,3.974747474747475,4.0,0.202,0.09788
532,2021-10-06,132868,6242,10041,16531,709,604,559,3.550218340611354,3.0,0.134,0.09788
533,2021-10-07,132835,6211,10103,16595,718,615,561,3.4316239316239314,3.0,0.158,0.09788
534,2021-10-08,132794,6201,10151,16634,718,624,564,3.919811320754717,3.0,0.2,0.09788
535,2021-10-09,132746,6207,10185,16708,720,643,572,3.916279069767442,4.0,0.206,0.09788
536,2021-10-10,132698,6260,10179,16744,723,649,573,3.994285714285714,3.0,0.238,0.09788
537,2021-10-11,132650,6263,10223,16762,721,654,574,3.4761904761904763,3.0,0.152,0.09788
538,2021-10-12,132620,6264,10250,16789,728,659,576,3.8036529680365296,3.0,0.148,0.09788
539,2021-10-13,132585,6267,10279,16814,727,664,579,3.5515695067264574,3.0,0.17,0.09788
540,2021-10-14,132536,6275,10317,16907,745,679,582,3.1683168316831685,2.0,0.168,0.09788
541,2021-10-15,132501,6301,10324,17033,752,704,584,4.082901554404145,3.0,0.116,0.09788
542,2021-10-16,132470,6293,10362,17092,750,716,585,3.915492957746479,3.0,0.084,0.09788
543,2021-10-17,132459,6291,10373,17164,752,727,587,3.8229166666666665,3.0,0.188,0.09788
544,2021-10-18,132410,6339,10373,17308,758,744,588,3.770408163265306,3.0,0.17,0.09788
545,2021-10-19,132370,6327,10424,17337,756,751,589,3.587962962962963,3.0,0.196,0.09788
546,2021-10-20,132313,6294,10509,17370,757,760,594,3.5992063492063493,3.0,0.214,0.09788
547,2021-10-21,132247,6377,10491,17397,759,762,595,3.7222222222222223,3.0,0.196,0.09788
548,2021-10-22,132198,6377,10537,17458,771,766,598,4.008510638297873,4.0,0.216,0.09788
549,2021-10-23,132139,6438,10530,17599,784,778,603,3.6559139784946235,3.0,0.208,0.09788
550,2021-10-24,132073,6452,10580,17685,783,788,605,4.057777777777778,3.0,0.23,0.09788
551,2021-10-25,132014,6464,10624,17747,790,789,608,3.534412955465587,3.0,0.19,0.09788
552,2021-10-26,131971,6486,10643,17769,792,790,610,3.5849056603773586,3.0,0.202,0.09788
553,2021-10-27,131931,6456,10706,17840,795,799,617,3.6342412451361867,3.0,0.18,0.09788
554,2021-10-28,131886,6516,10687,17897,798,803,621,3.622448979591837,3.0,0.22,0.09788
555,2021-10-29,131826,6593,10670,17957,805,803,621,4.461111111111111,4.0,0.216,0.09788
556,2021-10-30,131768,6608,10710,18010,811,805,624,3.818565400843882,3.0,0.132,0.09788
557,2021-10-31,131734,6617,10734,18144,822,811,625,3.900943396226415,3.0,0.156,0.09788
558,2021-11-01,131690,6587,10806,18273,820,818,627,3.7309236947791167,3.0,0.22,0.09788
559,2021-11-02,131622,6625,10831,18330,820,821,632,3.7155963302752295,3.0,0.2,0.09788
560,2021-11-03,131565,6669,10838,18361,818,825,638,3.287671232876712,3.0,0.09,0.09788
561,2021-11-04,131548,6654,10868,18408,823,827,640,3.8354430379746836,3.0,0.122,0.09788
562,2021-11-05,131513,6698,10856,18537,829,832,643,3.9408866995073892,3.0,0.162,0.09788
563,2021-11-06,131478,6726,10860,18615,830,835,646,3.5346534653465347,3.0,0.174,0.09788
564,2021-11-07,131431,6741,10887,18680,837,835,651,3.9638009049773757,3.0,0.214,0.09788
565,2021-11-08,131380,6765,10912,18763,842,836,653,3.93859649122807,3.0,0.09,0.09788
566,2021-11-09,131345,6788,10922,18815,842,840,655,3.4460093896713615,3.0,0.24,0.09788
567,2021-11-10,131275,6848,10929,18911,843,847,658,4.0,3.0,0.1,0.09788
568,2021-11-11,131246,6873,10927,19003,850,851,664,3.756637168141593,3.0,0.166,0.09788
569,2021-11-12,131194,6917,10931,19041,852,851,668,3.5476190476190474,3.0,0.132,0.09788
570,2021-11-13,131167,6891,10984,19152,854,852,668,3.817351598173516,3.0,0.114,0.09788
571,2021-11-14,131138,6912,10987,19200,854,853,673,4.278048780487805,4.0,0.238,0.09788
572,2021-11-15,131090,6970,10975,19301,864,856,675,4.7105263157894735,4.0,0.182,0.09788
573,2021-11-16,131045,6982,11004,19364,865,856,679,3.4385245901639343,3.0,0.108,0.09788
574,2021-11-17,130997,7046,10985,19470,865,862,682,3.9558823529411766,3.0,0.206,0.09788
575,2021-11-18,130940,7121,10963,19543,870,862,686,3.8447488584474887,3.0,0.13,0.09788
576,2021-11-19,130916,7119,10988,19576,871,862,687,3.4980988593155895,3.0,0.186,0.09788
577,2021-11-20,130873,7119,11028,19672,870,865,690,3.7702127659574467,3.0,0.134,0.09788
578,2021-11-21,130844,7091,11083,19727,872,866,692,3.6153846153846154,3.0,0.22,0.09788
579,2021-11-22,130789,7097,11131,19772,872,867,693,3.8661087866108788,3.0,0.202,0.09788
580,2021-11-23,130728,7092,11196,19847,870,869,694,4.158301158301159,3.0,0.142,0.09788
581,2021-11-24,130700,7056,11257,19946,873,874,697,3.6923076923076925,3.0,0.142,0.09788
582,2021-11-25,130661,7047,11305,20035,875,875,697,3.951541850220264,3.0,0.088,0.09788
583,2021-11-26,130629,7004,11379,20100,872,878,698,3.91015625,3.0,0.212,0.09788
584,2021-11-27,130560,7027,11419,20160,872,879,704,3.649805447470817,3.0,0.102,0.09788
585,2021-11-28,130541,6990,11473,20252,875,879,706,3.9206349206349205,3.0,0.214,0.09788
586,2021-11-29,130492,7029,11482,20325,875,879,707,3.981900452488688,4.0,0.16,0.09788
587,2021-11-30,130458,7041,11502,20388,874,882,709,3.4840182648401825,3.0,0.086,0.09788
588,2021-12-01,130438,6988,11573,20431,876,883,711,3.6875,3.0,0.092,0.09788
589,2021-12-02,130410,6937,11650,20478,878,884,713,3.8669201520912546,3.0,0.122,0.09788
590,2021-12-03,130377,6935,11684,20518,878,884,714,4.18018018018018,4.0,0.128,0.09788
591,2021-12-04,130342,6909,11743,20557,878,885,716,4.271255060728745,4.0,0.204,0.09788
592,2021-12-05,130295,6928,11769,20598,878,886,718,4.1173913043478265,4.0,0.112,0.09788
593,2021-12-06,130258,6939,11793,20677,880,888,720,3.614406779661017,3.0,0.18,0.09788
